event_id,state,district_or_region,locality,latitude,longitude,location_precision,location_accuracy_m,event_date,year,month,monsoon_phase,landslide_type,trigger_factor,record_type,reliability_score,fatalities,is_fatal,severity_class,injuries,description,source_url,data_source,dem_tile_id,dem_source,terrain_extraction_ok,elevation_m,slope_deg,aspect_deg,curvature_1_per_m,dem_pixel_x_m,dem_pixel_y_m,fine_scale_terrain_reliable,rainfall_source,rainfall_extraction_ok,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,rainfall_daily_values_json,worldcover_item_id,modis_item_id,ndvi_composite_midpoint,ndvi_date_distance_days,land_cover_code,land_cover,land_cover_source,land_cover_reference_year,land_cover_year_gap,ndvi_raw,ndvi,ndvi_pixel_reliability,ndvi_quality,ndvi_quality_ok,ndvi_source,land_cover_extraction_ok,ndvi_extraction_ok,ndvi_model_value,soil_moisture_source,soil_moisture_model,soil_moisture_extraction_ok,soil_moisture_surface_m3_m3,soil_moisture_7_28cm_m3_m3,soil_moisture_28_100cm_m3_m3,soil_moisture_0_100cm_m3_m3,soil_moisture_surface_3d_mean_m3_m3,soil_moisture_surface_7d_mean_m3_m3,soil_moisture_surface_anomaly_vs_7d,soil_moisture_surface_7d_values_json,distance_to_road_m,distance_to_river_m,nearest_road_type,nearest_road_name,nearest_road_osm_id,nearest_waterway_type,nearest_waterway_name,nearest_waterway_osm_id,road_search_radius_m,river_search_radius_m,road_extraction_ok,river_extraction_ok,roads_rivers_extraction_ok,osm_source,osm_snapshot_timestamp,distance_method
1050835,Manipur,Manipur,Tamenglong,24.95138801,93.52811839,Low (>25km),36550,2010-08-01,2010,8,Monsoon (Jun-Sep),ND,rainfall (T),event,9,1,1,Minor (1-2),,"A girl died, two others injured and another escaped when a retaining wall and heaps of firewood fell down upon them while they were playing around 2.30 pm today in Tamenglong district headquarter.\n\nThe victim has been identified as six and half years old",http://www.e-pao.net/GP.asp?src=3..020810.aug10,UGLC,Copernicus_DSM_COG_10_N24_00_E093_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,558.5473022460938,33.832422247766,202.3344677970528,0.005633093872235,28.036128359745,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,12.47,52.49,96.13,"{""2010-07-26"": 8.77, ""2010-07-27"": 2.07, ""2010-07-28"": 24.51, ""2010-07-29"": 8.29, ""2010-07-30"": 37.13, ""2010-07-31"": 2.89, ""2010-08-01"": 12.47}",ESA_WorldCover_10m_2021_v200_N24E093,MOD13Q1.A2010209.h26v06.061.2021168215649,2010-08-04T23:59:59.500000+00:00,3.0,10.0,Tree cover,ESA WorldCover 2021 v200,2021,11,2799.0,0.2799,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.413,0.416,0.422,0.42,0.4166666666666667,0.417,-0.004,"{""2010-07-26"": 0.422, ""2010-07-27"": 0.412, ""2010-07-28"": 0.412, ""2010-07-29"": 0.423, ""2010-07-30"": 0.417, ""2010-07-31"": 0.42, ""2010-08-01"": 0.413}",833.3275188816209,1181.3990979316848,tertiary,,1389400619.0,river,,667342727.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T18:44:33Z,local equirectangular point-to-polyline
1050591,Mizoram,Mizoram,"Dawrpui Vengthar cemetary, Aizwal, Mizoram",23.7365,92.7146,High (<2km),1000,2010-08-06,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,0,0,No fatalities,0.0,"gsi.gov' 'As per PTI report a massive landslide triggered by heavy rains on 6th August 2010 at the cemetery of Dawrpui Vengthar locality, Aizwal has swept away number of tombs.","http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",UGLC,Copernicus_DSM_COG_10_N23_00_E092_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,1028.4278564453125,39.21456237236837,261.27881423012605,0.0169255706448711,28.30639853702965,30.715,True,NASA POWER Daily API / PRECTOTCORR,True,0.12,15.76,33.41,"{""2010-07-31"": 7.29, ""2010-08-01"": 4.79, ""2010-08-02"": 3.54, ""2010-08-03"": 2.03, ""2010-08-04"": 14.11, ""2010-08-05"": 1.53, ""2010-08-06"": 0.12}",ESA_WorldCover_10m_2021_v200_N21E090,MOD13Q1.A2010209.h26v06.061.2021168215649,2010-08-04T23:59:59.500000+00:00,2.0,50.0,Built-up,ESA WorldCover 2021 v200,2021,11,1374.0,0.1374,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.424,0.425,0.426,0.426,0.4236666666666666,0.4222857142857142,0.0017142857142857,"{""2010-07-31"": 0.422, ""2010-08-01"": 0.416, ""2010-08-02"": 0.422, ""2010-08-03"": 0.425, ""2010-08-04"": 0.425, ""2010-08-05"": 0.422, ""2010-08-06"": 0.424}",11.51314705269033,898.1900514138388,residential,,192510945.0,stream,Tuikual River,641629866.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:34:05Z,local equirectangular point-to-polyline
1050669,Mizoram,Mizoram,NEW VERVEK,24.17638911,92.97979352,Medium (2-25km),3013,2010-08-12,2010,8,Monsoon (Jun-Sep),ND,rainfall (T),event,9,1,1,Minor (1-2),,"The funeral of a 53-year-old man, who was missing, was done today without his body after villagers found intestines suspected to belong to him.Lalhunpuia went missing while returning to New Vervek from the nearby Lungsum hamlet on Thursday, Aizawl distri",http://ibnlive.in.com/generalnewsfeed/news/man-suspected-to-be-killed-in-landslides/233387.html,UGLC,Copernicus_DSM_COG_10_N24_00_E092_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,418.7003479003906,35.96167895426539,85.24769814712079,-0.0013113012842492,28.21000204445324,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,6.23,20.73,25.3,"{""2010-08-06"": 0.18, ""2010-08-07"": 0.04, ""2010-08-08"": 2.49, ""2010-08-09"": 1.86, ""2010-08-10"": 4.04, ""2010-08-11"": 10.46, ""2010-08-12"": 6.23}",ESA_WorldCover_10m_2021_v200_N24E090,MYD13Q1.A2010217.h26v06.061.2021169043140,2010-08-12T23:59:59.500000+00:00,0.0,10.0,Tree cover,ESA WorldCover 2021 v200,2021,11,3625.0,0.3625,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.423,0.424,0.419,0.42,0.4203333333333333,0.4174285714285714,0.0055714285714285,"{""2010-08-06"": 0.422, ""2010-08-07"": 0.414, ""2010-08-08"": 0.411, ""2010-08-09"": 0.414, ""2010-08-10"": 0.415, ""2010-08-11"": 0.423, ""2010-08-12"": 0.423}",2150.870110205559,2410.833710252545,trunk,,237669787.0,river,Tuivai,227382052.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:35:05Z,local equirectangular point-to-polyline
1057953,Manipur,Manipur,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",25.31006064,94.48265093,Medium (2-25km),25000,2010-08-15,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao' 'Since the Chingai-Quingai road has been sunk due to landslides at various points following heavy rainfall that occured twice during the past 20 days, nearly 5,000 villagers of five villages in the sub-division are facing the alarming possibility of starv",http://www.e-pao.net/GP.asp?src=28..210810.aug10,UGLC,Copernicus_DSM_COG_10_N25_00_E094_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,1534.9505615234375,29.560034326476146,126.68750059032716,-0.0018536833614151,27.953920663435344,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,11.99,29.62,36.0,"{""2010-08-09"": 0.22, ""2010-08-10"": 0.65, ""2010-08-11"": 0.52, ""2010-08-12"": 4.99, ""2010-08-13"": 11.26, ""2010-08-14"": 6.37, ""2010-08-15"": 11.99}",ESA_WorldCover_10m_2021_v200_N24E093,MYD13Q1.A2010217.h26v06.061.2021169043140,2010-08-12T23:59:59.500000+00:00,3.0,30.0,Grassland,ESA WorldCover 2021 v200,2021,11,1773.0,0.1773,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.464,0.479,0.482,0.48,0.4696666666666666,0.4644285714285713,-0.0004285714285713,"{""2010-08-09"": 0.461, ""2010-08-10"": 0.464, ""2010-08-11"": 0.459, ""2010-08-12"": 0.458, ""2010-08-13"": 0.473, ""2010-08-14"": 0.472, ""2010-08-15"": 0.464}",72.60005551823555,3910.8691142797234,secondary,,678481073.0,river,Ther River,329628001.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:35:05Z,local equirectangular point-to-polyline
1050786,Manipur,Manipur,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",24.8961,93.4957,Medium (2-25km),5000,2010-08-19,2010,8,Monsoon (Jun-Sep),mudslide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao.net' 'Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei",http://e-pao.net/GP.asp?src=21..210810.aug10,UGLC,Copernicus_DSM_COG_10_N24_00_E093_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,1017.0938110351562,20.652325711953967,75.19999166528657,-0.0090961471704263,28.0487027102078,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,9.65,22.57,53.8,"{""2010-08-13"": 12.27, ""2010-08-14"": 4.05, ""2010-08-15"": 10.63, ""2010-08-16"": 4.28, ""2010-08-17"": 6.3, ""2010-08-18"": 6.62, ""2010-08-19"": 9.65}",ESA_WorldCover_10m_2021_v200_N24E093,MOD13Q1.A2010225.h26v06.061.2021169153300,2010-08-20T23:59:59.500000+00:00,1.0,10.0,Tree cover,ESA WorldCover 2021 v200,2021,11,1466.0,0.1466,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.418,0.419,0.42,0.42,0.4183333333333333,0.4208571428571428,-0.0028571428571428,"{""2010-08-13"": 0.429, ""2010-08-14"": 0.417, ""2010-08-15"": 0.42, ""2010-08-16"": 0.425, ""2010-08-17"": 0.419, ""2010-08-18"": 0.418, ""2010-08-19"": 0.418}",712.2437418454256,2541.9914108370713,trunk,,198322675.0,river,Irang River,128600558.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-05-06T03:25:00Z,local equirectangular point-to-polyline
938326,Sikkim,Sikkim,"many locations around Namchi, Sikkim",27.167,88.3652,Medium (2-25km),10000,2010-08-20,2010,8,Monsoon (Jun-Sep),complex,rainfall (T),report,9,0,0,No fatalities,0.0,"thehimalayanbeacon.com' 'Posted by Barun Roy on August 21st, 2010  Namchi: The heavy down pour last two days resulted in much damages at two Gram Panchayat units Lingee-Sokpay and Payoung-Kaw under Yangyany Block Administrative Centre. Kubernath Timshina, Panchayat President of",http://thehimalayanbeacon.com/magazine/2010/08/21/sikkim-landslides-heavy-toll-2-gpus-completely-cut/,UGLC,Copernicus_DSM_COG_10_N27_00_E088_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,1488.0474853515625,21.60354489060763,182.6658955674591,0.0025383130929461,27.510867059010632,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,7.08,44.75,178.62,"{""2010-08-14"": 29.05, ""2010-08-15"": 7.44, ""2010-08-16"": 21.83, ""2010-08-17"": 75.55, ""2010-08-18"": 29.96, ""2010-08-19"": 7.71, ""2010-08-20"": 7.08}",ESA_WorldCover_10m_2021_v200_N27E087,MOD13Q1.A2010225.h25v06.061.2021169153642,2010-08-20T23:59:59.500000+00:00,0.0,50.0,Built-up,ESA WorldCover 2021 v200,2021,11,1207.0,0.1207,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.429,0.429,0.426,0.427,0.4266666666666667,0.4265714285714286,0.0024285714285713,"{""2010-08-14"": 0.428, ""2010-08-15"": 0.426, ""2010-08-16"": 0.426, ""2010-08-17"": 0.426, ""2010-08-18"": 0.427, ""2010-08-19"": 0.424, ""2010-08-20"": 0.429}",2.7127376095319047,669.1091028991452,residential,,606048473.0,canal,,1266786969.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:39:16Z,local equirectangular point-to-polyline
1051132,Manipur,Manipur,NH-53 at K Sinam village,24.8029,93.6228,Medium (2-25km),5000,2010-08-24,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,India News' 'Trucks and buses were stranded until evening.,http://www.indiaid.com/blog/_archives/2010/8/25/4613332.html,UGLC,Copernicus_DSM_COG_10_N24_00_E093_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,1305.8504638671875,29.0628439072821,59.543736403371724,0.003080841997598,28.0698403931107,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,10.0,11.97,36.83,"{""2010-08-18"": 6.62, ""2010-08-19"": 9.65, ""2010-08-20"": 5.08, ""2010-08-21"": 3.51, ""2010-08-22"": 1.81, ""2010-08-23"": 0.16, ""2010-08-24"": 10.0}",ESA_WorldCover_10m_2021_v200_N24E093,MOD13Q1.A2010225.h26v06.061.2021169153300,2010-08-20T23:59:59.500000+00:00,4.0,10.0,Tree cover,ESA WorldCover 2021 v200,2021,11,4438.0,0.4438,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.428,0.423,0.421,0.422,0.4286666666666667,0.4338571428571428,-0.0058571428571428,"{""2010-08-18"": 0.432, ""2010-08-19"": 0.432, ""2010-08-20"": 0.444, ""2010-08-21"": 0.443, ""2010-08-22"": 0.436, ""2010-08-23"": 0.422, ""2010-08-24"": 0.428}",1371.5831270924016,2505.264182085976,unclassified,,389627424.0,river,Ijai River,386807092.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:39:16Z,local equirectangular point-to-polyline
938384,Sikkim,Sikkim,"NH-31A at Topakhani tunnel(?) and fruit preservation factory(?) and Chisopani bridge(?), near Singtam and Gangtok and Rangpo, Sikkim",27.2319,88.497,Medium (2-25km),10000,2010-08-26,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"thehimalayanbeacon.com' 'Gangtok, Aug. 27: Seven landslides struck a 15km stretch of NH31A and crippled traffic on Sikkim’s only road link with the rest of the country after heavy rain lashed the Himalayan state last night. A 31-year-old woman was washed away in one of the fla",http://thehimalayanbeacon.com/magazine/2010/08/28/sikkim-landslides-cut-sikkim-link-woman-disappears-swirling-flash-flood/,UGLC,Copernicus_DSM_COG_10_N27_00_E088_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,360.614013671875,10.896319920804272,182.13790651563824,0.006359941038938,27.494856965154977,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,53.45,71.35000000000001,144.43,"{""2010-08-20"": 5.98, ""2010-08-21"": 20.6, ""2010-08-22"": 7.99, ""2010-08-23"": 38.51, ""2010-08-24"": 15.44, ""2010-08-25"": 2.46, ""2010-08-26"": 53.45}",ESA_WorldCover_10m_2021_v200_N27E087,MYD13Q1.A2010233.h25v06.061.2021170011456,2010-08-28T23:59:59.500000+00:00,2.0,50.0,Built-up,ESA WorldCover 2021 v200,2021,11,7699.0,0.7699,1.0,Marginal data,True,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,0.7699,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.43,0.43,0.397,0.406,0.4256666666666666,0.4262857142857142,0.0037142857142857,"{""2010-08-20"": 0.429, ""2010-08-21"": 0.429, ""2010-08-22"": 0.423, ""2010-08-23"": 0.426, ""2010-08-24"": 0.423, ""2010-08-25"": 0.424, ""2010-08-26"": 0.43}",17.723438056961555,111.79032701223194,trunk,,83700095.0,river,Rongni Chhu,129735607.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:40:21Z,local equirectangular point-to-polyline
1057859,Manipur,Manipur,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",25.4786,94.1327,Medium (2-25km),5000,2010-08-27,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao' 'Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entere",http://www.e-pao.net/GP.asp?src=27..280810.aug10,UGLC,Copernicus_DSM_COG_10_N25_00_E094_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,1757.625732421875,13.304422791944432,318.2808877931498,-0.0060464950721005,27.914912962813485,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,14.17,24.4,38.370000000000005,"{""2010-08-21"": 4.16, ""2010-08-22"": 1.46, ""2010-08-23"": 0.87, ""2010-08-24"": 7.48, ""2010-08-25"": 0.91, ""2010-08-26"": 9.32, ""2010-08-27"": 14.17}",ESA_WorldCover_10m_2021_v200_N24E093,MYD13Q1.A2010233.h26v06.061.2021170011120,2010-08-28T23:59:59.500000+00:00,1.0,10.0,Tree cover,ESA WorldCover 2021 v200,2021,11,7819.0,0.7819,1.0,Marginal data,True,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,0.7819,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.488,0.492,0.504,0.5,0.4763333333333333,0.4757142857142857,0.0122857142857142,"{""2010-08-21"": 0.499, ""2010-08-22"": 0.456, ""2010-08-23"": 0.462, ""2010-08-24"": 0.484, ""2010-08-25"": 0.464, ""2010-08-26"": 0.477, ""2010-08-27"": 0.488}",252.02489786973482,3121.6885036804865,trunk,,44886099.0,river,,625813045.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:40:21Z,local equirectangular point-to-polyline
1050770,Manipur,Manipur,"NH-53 at Nungba police station, Kambirong(?), Manipur",24.7505,93.4221,Medium (2-25km),5000,2010-08-27,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao' 'Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entere",http://www.e-pao.net/GP.asp?src=27..280810.aug10,UGLC,Copernicus_DSM_COG_10_N24_00_E093_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,788.3941040039062,14.360498676525353,352.50617396701057,-0.005888693424646,28.08169205534641,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,11.89,17.22,38.09,"{""2010-08-21"": 4.64, ""2010-08-22"": 5.33, ""2010-08-23"": 0.13, ""2010-08-24"": 10.77, ""2010-08-25"": 2.04, ""2010-08-26"": 3.29, ""2010-08-27"": 11.89}",ESA_WorldCover_10m_2021_v200_N24E093,MYD13Q1.A2010233.h26v06.061.2021170011120,2010-08-28T23:59:59.500000+00:00,1.0,10.0,Tree cover,ESA WorldCover 2021 v200,2021,11,8079.0,0.8079000000000001,1.0,Marginal data,True,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,0.8079000000000001,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.42,0.419,0.417,0.418,0.421,0.4175714285714286,0.0024285714285713,"{""2010-08-21"": 0.423, ""2010-08-22"": 0.415, ""2010-08-23"": 0.404, ""2010-08-24"": 0.418, ""2010-08-25"": 0.422, ""2010-08-26"": 0.421, ""2010-08-27"": 0.42}",340.06448964835545,4304.509726997448,trunk,,242395883.0,river,Irang River,666155546.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:43:20Z,local equirectangular point-to-polyline
938421,Sikkim,Sikkim,"Daragaon(?), Gangtok city, Sikkim",27.3392,88.6188,Medium (2-25km),5000,2010-08-27,2010,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"thehindu' 'Gangtok, August 28, 2010  Heavy rains triggering landslides has affected large parts of Sikkim in which one person was killed and many houses were damaged, officials said today.   In the State capital Gangtok, a massive landslide in the residential area",http://www.thehindu.com/news/states/other-states/article600333.ece,UGLC,Copernicus_DSM_COG_10_N27_00_E088_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,1873.9835205078125,32.77336814096053,118.428857010495,0.0037850461850251,27.46830990557312,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,8.52,38.77,92.99,"{""2010-08-21"": 12.02, ""2010-08-22"": 4.96, ""2010-08-23"": 20.49, ""2010-08-24"": 16.75, ""2010-08-25"": 1.46, ""2010-08-26"": 28.79, ""2010-08-27"": 8.52}",ESA_WorldCover_10m_2021_v200_N27E087,MYD13Q1.A2010233.h25v06.061.2021170011456,2010-08-28T23:59:59.500000+00:00,1.0,10.0,Tree cover,ESA WorldCover 2021 v200,2021,11,833.0,0.0833,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.425,0.431,0.419,0.422,0.4263333333333333,0.4262857142857142,-0.0012857142857142,"{""2010-08-21"": 0.423, ""2010-08-22"": 0.431, ""2010-08-23"": 0.428, ""2010-08-24"": 0.423, ""2010-08-25"": 0.426, ""2010-08-26"": 0.428, ""2010-08-27"": 0.425}",34.10797428874989,353.51742165659306,unclassified,,84696284.0,stream,,1084683262.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:43:20Z,local equirectangular point-to-polyline
938451,Sikkim,Sikkim,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",27.3702,88.7334,Medium (2-25km),10000,2010-09-04,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"news.oneindia' 'Gangtok, Sep.4 (ANI): Incessant rains in the last few weeks have caused extensive landslides in Sikkim, as on Saturday, vehicular traffic on the road connecting Gangtok with Nathu La located along the India-China border came to a standstill due to landsl",http://news.oneindia.in/2010/09/04/strategicroad-link-cut-off-due-to-landslide-insikkim.html,UGLC,Copernicus_DSM_COG_10_N27_00_E088_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,3520.88671875,12.921486544043916,254.61735188254607,0.0034133311361248,27.46062226449801,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,2.03,17.67,45.81,"{""2010-08-29"": 8.58, ""2010-08-30"": 2.86, ""2010-08-31"": 6.12, ""2010-09-01"": 10.58, ""2010-09-02"": 10.72, ""2010-09-03"": 4.92, ""2010-09-04"": 2.03}",ESA_WorldCover_10m_2021_v200_N27E087,MOD13Q1.A2010241.h25v06.061.2021172142704,2010-09-05T23:59:59.500000+00:00,1.0,30.0,Grassland,ESA WorldCover 2021 v200,2021,11,614.0,0.0614,3.0,Cloudy,False,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.425,0.428,0.415,0.418,0.4256666666666666,0.4241428571428571,0.0008571428571428,"{""2010-08-29"": 0.423, ""2010-08-30"": 0.423, ""2010-08-31"": 0.424, ""2010-09-01"": 0.422, ""2010-09-02"": 0.427, ""2010-09-03"": 0.425, ""2010-09-04"": 0.425}",360.00274394058323,307.2643060730413,trunk,,397609115.0,river,Rangpo River tributary,1414143362.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:47:19Z,local equirectangular point-to-polyline
1052259,Assam,Assam,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",27.0011,93.7273,,-99999,2010-09-10,2010,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,10,0,0,No fatalities,0.0,"timesofindia.indiatimes' 'Sep 10,2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the",http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,UGLC,Copernicus_DSM_COG_10_N27_00_E093_00_DEM,Copernicus DEM GLO-30 via Microsoft Planetary Computer,True,109.95582580566406,1.0102666044074748,295.23918193105976,-0.0008749812432506,27.55163221948672,30.715,False,NASA POWER Daily API / PRECTOTCORR,True,12.05,75.06,134.68,"{""2010-09-04"": 26.61, ""2010-09-05"": 18.28, ""2010-09-06"": 12.5, ""2010-09-07"": 2.23, ""2010-09-08"": 36.86, ""2010-09-09"": 26.15, ""2010-09-10"": 12.05}",ESA_WorldCover_10m_2021_v200_N27E093,MYD13Q1.A2010249.h26v06.061.2021175223109,2010-09-13T23:59:59.500000+00:00,3.0,40.0,Cropland,ESA WorldCover 2021 v200,2021,11,7232.0,0.7232000000000001,0.0,Good data,True,NASA MODIS MOD13Q1/MYD13Q1 v6.1 16-day 250m,True,True,0.7232000000000001,ERA5-Land via Open-Meteo Historical Weather API,era5_land,True,0.416,0.427,0.428,0.427,0.4196666666666666,0.42,-0.004,"{""2010-09-04"": 0.423, ""2010-09-05"": 0.418, ""2010-09-06"": 0.423, ""2010-09-07"": 0.417, ""2010-09-08"": 0.42, ""2010-09-09"": 0.423, ""2010-09-10"": 0.416}",1413.0390934325924,1784.3768895780545,residential,,1133507824.0,stream,,158014372.0,5000.0,5000.0,True,True,True,OpenStreetMap via Overpass API,2026-09-03T19:48:19Z,local equirectangular point-to-polyline
