background_id,matched_positive_event_id,state,latitude,longitude,event_date,landslide,sample_type,is_confirmed_stable,min_distance_to_known_event_km,min_distance_to_other_background_km,random_seed
BG_0054,1048400,Tripura,24.34359684837752,92.0719957640357,2008-07-15,0,matched_background_pseudo_absence,False,18.920334343620883,55.90858213302076,42
BG_0055,1057562,Assam,26.51668056159096,92.26657362323752,2008-08-14,0,matched_background_pseudo_absence,False,46.8035552832927,34.11144248184393,42
BG_0056,938418,Sikkim,28.004465472003755,88.74857915898255,2008-08-28,0,matched_background_pseudo_absence,False,26.430599243228006,9.155801003202646,42
BG_0057,1057851,Assam,27.450209812723067,94.76806947848928,2008-10-29,0,matched_background_pseudo_absence,False,68.70980203078236,4.0725325653951465,42
BG_0058,1048329,Assam,27.4292275713388,95.20998003331553,2008-10-29,0,matched_background_pseudo_absence,False,109.93048571129063,10.35185650432801,42
BG_0059,938396,Sikkim,27.93642901062441,88.21514549695229,2009-07-01,0,matched_background_pseudo_absence,False,35.2251264199107,17.281102343145694,42
BG_0060,938237,Sikkim,27.39973656000564,88.43081677280614,2009-08-19,0,matched_background_pseudo_absence,False,9.242229923363249,4.636660856872088,42
BG_0061,938364,Sikkim,27.318302845376724,88.73459252984676,2009-08-20,0,matched_background_pseudo_absence,False,5.592611614299399,31.336828731264195,42
BG_0062,938239,Sikkim,27.282132265300003,88.0349255791242,2009-08-20,0,matched_background_pseudo_absence,False,10.230771615253616,12.84270620987721,42
BG_0063,1050739,Assam,26.09771493372308,93.52934435024571,2009-08-20,0,matched_background_pseudo_absence,False,38.26239585682619,31.033310589504215,42
BG_0064,938397,Sikkim,27.68455867459603,88.3627181129377,2009-08-20,0,matched_background_pseudo_absence,False,16.30439636437111,8.629615569878661,42
BG_0065,1050792,Manipur,25.150455294441677,93.42242166200731,2009-08-20,0,matched_background_pseudo_absence,False,7.3488538745986,17.773880015584922,42
BG_0066,938454,Sikkim,27.834466453431112,88.5016726079687,2009-08-26,0,matched_background_pseudo_absence,False,5.3606999211407595,9.604327657728348,42
BG_0067,1050706,Assam,26.7083205293855,94.3871174046437,2009-08-27,0,matched_background_pseudo_absence,False,57.53103775471421,4.304411945535536,42
BG_0068,1057936,Manipur,24.391158609501495,94.24746786252034,2009-08-30,0,matched_background_pseudo_absence,False,6.912979887282781,19.996935386788763,42
BG_0069,938419,Sikkim,27.50804359563403,88.29389141728005,2009-09-17,0,matched_background_pseudo_absence,False,15.071617707167466,11.60642403954307,42
BG_0070,1050598,Mizoram,22.70398767431841,92.73149479420992,2009-10-05,0,matched_background_pseudo_absence,False,11.394865892941088,65.12707607776875,42
BG_0071,1050600,Mizoram,23.025958512493823,92.40706749513711,2009-10-06,0,matched_background_pseudo_absence,False,14.694831787409463,48.85335909947415,42
BG_0072,1056342,Manipur,25.091960290145746,94.6388668389186,2010-03-27,0,matched_background_pseudo_absence,False,22.309767133295907,21.984313960885235,42
BG_0073,1050647,Assam,26.237758802577364,91.6003583146702,2010-04-01,0,matched_background_pseudo_absence,False,9.128422940730218,30.216547775096643,42
BG_0074,1050679,Assam,26.360671837454184,92.41514231798031,2010-04-01,0,matched_background_pseudo_absence,False,41.289841860081765,22.797895868010748,42
BG_0075,938416,Sikkim,27.867743067268773,88.75551683447571,2010-04-17,0,matched_background_pseudo_absence,False,17.337248090361612,12.076056227079262,42
BG_0076,938417,Sikkim,27.578088563424835,88.2354631074933,2010-04-17,0,matched_background_pseudo_absence,False,22.945728342640713,9.687500477147841,42
BG_0077,1048279,Assam,26.551596919702117,92.3175290863292,2010-04-18,0,matched_background_pseudo_absence,False,53.160639823393666,6.385192462759104,42
BG_0078,1048419,Assam,27.089620266555155,94.44408100137568,2010-04-20,0,matched_background_pseudo_absence,False,32.00260308706785,39.137518081969176,42
BG_0079,1048414,Assam,25.13032357111863,92.69815486766186,2010-04-20,0,matched_background_pseudo_absence,False,12.881988700059523,20.599715620470604,42
BG_0080,1050648,Assam,26.58188090909644,91.26095436076476,2010-04-24,0,matched_background_pseudo_absence,False,27.662476902045093,21.10121380649519,42
BG_0081,938433,Sikkim,27.626535555144596,88.70781665597707,2010-05-31,0,matched_background_pseudo_absence,False,6.529309404393749,18.04570114265498,42
BG_0082,1050277,Assam,26.797765467040296,91.15998489457428,2010-06-03,0,matched_background_pseudo_absence,False,52.416448958696485,26.016845378783565,42
BG_0083,1050289,Assam,26.217331550502525,92.27429553217587,2010-06-03,0,matched_background_pseudo_absence,False,34.914904816577156,18.75519351287666,42
BG_0084,1048412,Tripura,23.26773200714715,91.64124396378843,2010-06-03,0,matched_background_pseudo_absence,False,9.83632446767937,52.526644782447086,42
BG_0085,1050796,Manipur,25.25605875339666,94.49048994958554,2010-06-07,0,matched_background_pseudo_absence,False,6.041322863795822,23.577682226422827,42
BG_0086,1048325,Assam,27.792959202284816,95.09169238677588,2010-06-09,0,matched_background_pseudo_absence,False,114.53385752577869,15.517429687209978,42
BG_0087,1050741,Assam,26.449911584432304,93.14970993590435,2010-06-15,0,matched_background_pseudo_absence,False,13.068784062064305,35.35759048523116,42
BG_0088,1050621,Assam,24.247557956052237,92.45272769369289,2010-06-16,0,matched_background_pseudo_absence,False,7.945801452056476,39.96483053471755,42
BG_0089,938438,Sikkim,27.792185446613125,88.31823110531914,2010-07-21,0,matched_background_pseudo_absence,False,21.175729730924708,5.770579906630191,42
BG_0090,938405,Sikkim,27.213390151384647,88.43724232880848,2010-07-21,0,matched_background_pseudo_absence,False,5.2338008153359725,16.48537224161342,42
BG_0091,1050620,Assam,26.300868293490385,92.18848668851426,2010-07-25,0,matched_background_pseudo_absence,False,27.53806942058483,11.087973667754724,42
BG_0092,1050795,Manipur,24.691142673314378,93.21125438564005,2010-07-29,0,matched_background_pseudo_absence,False,16.106958668228277,9.404298379937558,42
BG_0093,1057952,Manipur,24.537606641199822,93.0597137660904,2010-07-29,0,matched_background_pseudo_absence,False,25.43627476207193,13.613228550583157,42
BG_0094,1057833,Manipur,24.440463522544214,93.34602188487096,2010-07-29,0,matched_background_pseudo_absence,False,19.905310011855153,22.288498451151526,42
BG_0095,1054555,Manipur,24.537648190434513,94.3210524246647,2010-07-31,0,matched_background_pseudo_absence,False,18.03224116970907,17.910780829125045,42
BG_0096,1050835,Manipur,25.37935982658731,94.30469476643857,2010-08-01,0,matched_background_pseudo_absence,False,11.691413916653415,23.167625378842647,42
BG_0097,1050591,Mizoram,23.956816339810302,93.02364726184844,2010-08-06,0,matched_background_pseudo_absence,False,12.782046159791225,26.234594170178635,42
BG_0098,1050669,Mizoram,23.887154635361313,93.02554652164426,2010-08-12,0,matched_background_pseudo_absence,False,5.403418837889705,7.748444001308521,42
BG_0099,1057953,Manipur,24.116151354566984,93.0066578412365,2010-08-15,0,matched_background_pseudo_absence,False,7.231539940116524,12.782971457453147,42
BG_0100,1050786,Manipur,24.238062865382908,93.97107908406348,2010-08-19,0,matched_background_pseudo_absence,False,9.969113615259966,25.36717679508502,42
BG_0101,938326,Sikkim,27.884282610637943,88.64765967677508,2010-08-20,0,matched_background_pseudo_absence,False,10.34929691356667,10.759852567415054,42
BG_0102,1051132,Manipur,24.961705507187425,93.26818694665414,2010-08-24,0,matched_background_pseudo_absence,False,18.43343393280486,20.386508294407115,42
BG_0103,938384,Sikkim,27.19964747160188,88.69159795421072,2010-08-26,0,matched_background_pseudo_absence,False,5.305987572253203,13.861461234722423,42
BG_0104,1057859,Manipur,25.09201483354823,93.5239659170768,2010-08-27,0,matched_background_pseudo_absence,False,11.325892892388126,12.113696240128444,42
BG_0105,1050770,Manipur,24.998874264219296,94.19576876936759,2010-08-27,0,matched_background_pseudo_absence,False,5.292649892209877,34.37135318120369,42
BG_0106,938421,Sikkim,27.709560703197006,88.78441248710774,2010-08-27,0,matched_background_pseudo_absence,False,15.157539939554335,11.921789559776622,42
BG_0107,938451,Sikkim,27.4438276688714,88.72306850229607,2010-09-04,0,matched_background_pseudo_absence,False,7.861961696088383,14.004045755073435,42
BG_0108,1052259,Assam,25.444972702736088,92.89585892212897,2010-09-10,0,matched_background_pseudo_absence,False,13.022253306414196,40.23951844007727,42
BG_0109,1050589,Mizoram,24.062852041460225,93.25882746321639,2010-09-13,0,matched_background_pseudo_absence,False,18.368159051122927,19.620897781127002,42
BG_0110,1050665,Mizoram,24.07930363180985,93.00647853499315,2010-09-13,0,matched_background_pseudo_absence,False,11.12989563687733,4.09732591179651,42
BG_0111,1050659,Mizoram,23.064764976957335,93.09105871997959,2010-09-13,0,matched_background_pseudo_absence,False,31.082887270243504,54.46231807105205,42
BG_0112,1050638,Mizoram,24.026391156639146,92.57545842871967,2010-09-13,0,matched_background_pseudo_absence,False,9.591988428204068,27.56625104924117,42
BG_0113,1050611,Mizoram,23.188635442220306,92.89160492248368,2010-09-13,0,matched_background_pseudo_absence,False,14.307991299452999,24.611253401187238,42
BG_0114,1050685,Mizoram,23.827278794281174,92.77061545266312,2010-09-13,0,matched_background_pseudo_absence,False,8.670539829895338,26.766264497147326,42
BG_0115,1050590,Mizoram,24.13866051412099,92.57346919624378,2010-09-13,0,matched_background_pseudo_absence,False,12.083059252495714,12.485433411656581,42
BG_0116,1050592,Mizoram,23.515877557802387,92.8049717735965,2010-09-13,0,matched_background_pseudo_absence,False,6.548208948784799,34.80260584361504,42
BG_0117,1050585,Mizoram,23.99964384529446,92.50710593183707,2010-09-16,0,matched_background_pseudo_absence,False,16.857675500676482,7.552898173986442,42
BG_0118,1050707,Manipur,24.34644491880453,94.21452058375253,2010-09-16,0,matched_background_pseudo_absence,False,9.20712092963944,5.988070859924935,42
BG_0119,1057862,Manipur,25.2422471831668,93.8373211983724,2010-10-08,0,matched_background_pseudo_absence,False,9.699017182062777,10.77034539601183,42
BG_0120,1057706,Manipur,25.033562493975268,94.19575976280879,2010-10-08,0,matched_background_pseudo_absence,False,8.626098623152156,3.8571605976392473,42
BG_0121,1050768,Manipur,25.306878224693683,93.84130153178518,2010-10-08,0,matched_background_pseudo_absence,False,16.8436875572173,7.197789490268993,42
BG_0122,1056279,Manipur,24.244814171677913,93.13559281519717,2010-10-08,0,matched_background_pseudo_absence,False,6.986636988417708,7.752022638919091,42
BG_0123,1055067,Manipur,24.712635493672998,94.00227967429156,2010-10-09,0,matched_background_pseudo_absence,False,6.371716983713076,28.341934979375218,42
BG_0124,1050673,Assam,25.768186172634497,93.05359283555481,2010-10-09,0,matched_background_pseudo_absence,False,27.83713315272818,39.266125281607394,42
BG_0125,1050721,Assam,26.915261559774915,92.75833967591277,2010-10-09,0,matched_background_pseudo_absence,False,5.967817409654416,48.694082075363674,42
BG_0126,1057864,Manipur,24.01975518681486,93.47258849183646,2010-10-09,0,matched_background_pseudo_absence,False,34.1369378855275,19.565364121663265,42
BG_0127,1050670,Assam,25.825581846862995,92.66480545332004,2010-10-09,0,matched_background_pseudo_absence,False,23.381628947311004,11.760957839478717,42
BG_0128,1057788,Manipur,24.577765785551424,94.42907453407616,2010-10-09,0,matched_background_pseudo_absence,False,26.50247500670721,11.80063981500425,42
BG_0129,1050272,Assam,26.55037086488575,90.16674075052042,2011-05-04,0,matched_background_pseudo_absence,False,51.78448465811045,22.372976434129697,42
BG_0130,1050767,Manipur,24.110231164455808,93.0656118950107,2011-05-22,0,matched_background_pseudo_absence,False,11.399287337249088,6.019481560399694,42
BG_0131,1050644,Assam,25.3015479528674,93.25528627021845,2011-05-24,0,matched_background_pseudo_absence,False,12.242304782765272,17.550258271012797,42
BG_0132,1054637,Manipur,24.959977011795885,94.32675414679153,2011-05-31,0,matched_background_pseudo_absence,False,5.91300872315774,13.892936362915503,42
BG_0133,1051014,Manipur,24.96613607148811,94.07230931230721,2011-05-31,0,matched_background_pseudo_absence,False,5.665033472217677,12.965189792761104,42
BG_0134,1050836,Manipur,24.22516323454964,93.33915162057465,2011-05-31,0,matched_background_pseudo_absence,False,7.893020430256399,4.443225550073765,42
BG_0135,938357,Sikkim,27.82137523664565,88.22334415646974,2011-06-17,0,matched_background_pseudo_absence,False,31.03595344110994,4.469944383067753,42
BG_0136,938257,Sikkim,28.049062362464568,88.63670694907516,2011-06-23,0,matched_background_pseudo_absence,False,24.719289401295423,9.641145650802171,42
BG_0137,938245,Sikkim,27.735426254507377,88.72777659602669,2011-06-23,0,matched_background_pseudo_absence,False,9.328600946748136,6.272936721904301,42
BG_0138,938267,Sikkim,28.059302436872148,88.612950259452,2011-06-23,0,matched_background_pseudo_absence,False,25.181352139490755,2.594458482915397,42
BG_0139,1057681,Manipur,24.845179412214172,93.7247697290388,2011-06-28,0,matched_background_pseudo_absence,False,5.47881022404844,8.153083948308833,42
BG_0140,1050759,Assam,26.81994853387081,94.05048156967447,2011-06-29,0,matched_background_pseudo_absence,False,23.355905615811032,31.54990213430587,42
BG_0141,1051914,Manipur,23.982420327690757,93.84657771320411,2011-07-05,0,matched_background_pseudo_absence,False,13.914823751443214,27.50435466878143,42
BG_0142,1057027,Manipur,24.298297853695185,93.54235403435335,2011-07-06,0,matched_background_pseudo_absence,False,18.55633630862118,17.715179587247935,42
BG_0143,1057840,Manipur,24.333883230335918,94.16324317760501,2011-07-07,0,matched_background_pseudo_absence,False,10.68336410260025,5.379493757907151,42
BG_0144,938369,Sikkim,27.76318618635594,88.44006271135518,2011-07-20,0,matched_background_pseudo_absence,False,8.764077614515408,9.977287750478855,42
BG_0145,1057024,Manipur,24.00249760478468,93.84290621177436,2011-07-22,0,matched_background_pseudo_absence,False,14.079236148778355,2.2634365610795144,42
BG_0146,1057913,Manipur,24.45247690454448,93.58784286262485,2011-07-22,0,matched_background_pseudo_absence,False,15.028810709157305,17.752236048665434,42
BG_0147,1050672,Assam,26.796706385166907,91.78269056353615,2011-07-24,0,matched_background_pseudo_absence,False,34.262416164398175,52.32678355423463,42
BG_0148,1056334,Manipur,24.417545654882222,93.77743946341779,2011-07-25,0,matched_background_pseudo_absence,False,8.780926651924418,19.582965185587074,42
BG_0149,1057841,Manipur,25.055418623820827,94.72359337552746,2011-07-29,0,matched_background_pseudo_absence,False,29.677984683930177,9.451358615438817,42
BG_0150,938256,Sikkim,27.459124259346687,88.18354667035143,2011-08-23,0,matched_background_pseudo_absence,False,12.26830642247185,8.140634014635047,42
BG_0151,938431,Sikkim,27.73579433895211,88.69932059377882,2011-08-25,0,matched_background_pseudo_absence,False,6.529096297853231,2.800918056106879,42
BG_0152,1050700,Manipur,25.130871186035627,93.74779338449986,2011-09-06,0,matched_background_pseudo_absence,False,7.012765708870275,15.314361163179024,42
BG_0153,1048397,Assam,26.248888142878908,90.69942219721527,2011-09-23,0,matched_background_pseudo_absence,False,55.68520606756351,32.37075038445785,42
BG_0154,1048398,Assam,24.586759737389897,92.61457398114706,2012-06-02,0,matched_background_pseudo_absence,False,9.912401503993637,41.123524487764804,42
BG_0155,938404,Sikkim,27.602477272715443,88.76795620556504,2012-06-03,0,matched_background_pseudo_absence,False,11.99033684891417,6.501347287857848,42
BG_0156,1050674,Assam,25.60741753218399,93.18214480871484,2012-06-03,0,matched_background_pseudo_absence,False,9.716175920087926,22.034333937935696,42
BG_0157,1050708,Assam,27.450067545155218,95.25522201777991,2012-06-03,0,matched_background_pseudo_absence,False,114.84212385124052,5.030267608144837,42
BG_0158,1050652,Assam,24.70615079243555,92.79272712626,2012-06-03,0,matched_background_pseudo_absence,False,7.516101127893963,22.370198400676607,42
BG_0159,938452,Sikkim,27.64976050069439,88.51388142035276,2012-06-07,0,matched_background_pseudo_absence,False,6.669511831838067,6.883970579923421,42
BG_0160,938430,Sikkim,27.417143510208103,88.42632089858496,2012-06-07,0,matched_background_pseudo_absence,False,8.147990371603015,1.9857947187827265,42
BG_0161,938436,Sikkim,27.811450014327864,88.18451666475251,2012-06-07,0,matched_background_pseudo_absence,False,34.46442508388368,3.9748244146012,42
BG_0162,1050898,Manipur,24.267057994000364,93.98496740697945,2012-06-10,0,matched_background_pseudo_absence,False,7.0348682395013835,3.5181580105874266,42
BG_0163,938414,Sikkim,27.819561813037208,88.68867799440928,2012-06-14,0,matched_background_pseudo_absence,False,8.95861954031327,3.9709596027750425,42
BG_0164,1048396,Assam,26.062691036956487,89.93253581779355,2012-06-20,0,matched_background_pseudo_absence,False,10.459831901999214,31.483460988499996,42
BG_0165,1048382,Assam,25.888708621500676,93.0221811819059,2012-06-22,0,matched_background_pseudo_absence,False,23.587447286857458,13.76533245628312,42
BG_0166,1048404,Assam,26.79298966014766,91.83803121630467,2012-06-22,0,matched_background_pseudo_absence,False,35.263365174474636,5.508398564175996,42
BG_0167,1048399,Assam,27.432099976725116,95.0846994951408,2012-06-25,0,matched_background_pseudo_absence,False,98.1139218463622,12.368474186715002,42
BG_0168,1048402,Assam,27.048795547678584,94.24030612115095,2012-06-25,0,matched_background_pseudo_absence,False,17.42148270201843,20.681027042539217,42
BG_0169,1050675,Assam,26.55694964632381,90.13096520643501,2012-06-26,0,matched_background_pseudo_absence,False,51.66434157875572,3.632856664712722,42
BG_0170,1048390,Assam,26.566870926587686,90.32068198552423,2012-06-26,0,matched_background_pseudo_absence,False,59.39679571881535,7.538694915934379,42
BG_0171,1048379,Assam,26.173436867240905,90.61848383033545,2012-06-27,0,matched_background_pseudo_absence,False,59.494174167065154,11.644162840322425,42
BG_0172,1050631,Assam,26.3897702028578,91.8822932108542,2012-06-30,0,matched_background_pseudo_absence,False,18.45407224855874,25.705162597440292,42
BG_0173,938393,Sikkim,27.483171608118624,88.19409538785574,2012-07-11,0,matched_background_pseudo_absence,False,14.955516258072478,2.8693309715351467,42
BG_0174,1050664,Mizoram,22.55318341034111,92.826787472787,2012-07-21,0,matched_background_pseudo_absence,False,7.748291509186526,19.41248730400689,42
BG_0175,938329,Sikkim,27.67337238842374,88.26233510858971,2012-09-01,0,matched_background_pseudo_absence,False,23.63201693298362,8.782602315819078,42
BG_0176,1057115,Manipur,25.217159659545224,94.18722626870534,2012-09-14,0,matched_background_pseudo_absence,False,14.780836223747533,20.433169691423913,42
BG_0177,938325,Sikkim,27.9178256658008,88.27295573803258,2012-09-16,0,matched_background_pseudo_absence,False,29.185304461068633,6.044590816162615,42
BG_0178,938412,Sikkim,27.836038949731233,88.62798427952181,2012-09-19,0,matched_background_pseudo_absence,False,7.083307814420342,5.702509515142966,42
BG_0179,938401,Sikkim,27.959255433243346,88.6111355393025,2012-09-19,0,matched_background_pseudo_absence,False,14.479389605462424,9.076150875877763,42
BG_0180,938394,Sikkim,28.02754060552233,88.58308884452249,2012-09-19,0,matched_background_pseudo_absence,False,21.188172893262855,3.939988888696154,42
BG_0181,938410,Sikkim,27.68769213022747,88.41315462716798,2012-09-19,0,matched_background_pseudo_absence,False,12.763922838148845,4.640622433612273,42
BG_0182,1050544,Mizoram,24.29804176678693,92.88297216349703,2012-10-11,0,matched_background_pseudo_absence,False,16.71404545078813,17.752274816712344,42
BG_0183,1050577,Mizoram,23.184379154788395,93.2294807959908,2012-10-11,0,matched_background_pseudo_absence,False,23.7553150059582,19.423494510899367,42
BG_0184,1050525,Mizoram,23.867355496047285,93.2080168392735,2012-11-11,0,matched_background_pseudo_absence,False,16.125159035779077,13.891528401562095,42
BG_0185,938377,Sikkim,27.90924297429654,88.34511006028679,2013-04-14,0,matched_background_pseudo_absence,False,22.171588476570847,7.153690774415745,42
BG_0186,1050580,Mizoram,23.677123853776326,92.7932707094394,2013-05-07,0,matched_background_pseudo_absence,False,7.0548307241531365,16.85495103067726,42
BG_0187,1048344,Tripura,23.8677343922001,91.94457574174953,2013-05-08,0,matched_background_pseudo_absence,False,5.055924172450658,40.25720561750809,42
BG_0188,1048341,Tripura,24.383710143104274,92.12370734207177,2013-05-08,0,matched_background_pseudo_absence,False,12.226072118591695,6.879815026235653,42
BG_0189,1050660,Mizoram,22.994609332952336,92.61332161708764,2013-05-10,0,matched_background_pseudo_absence,False,11.349320590781796,21.395534292872174,42
BG_0190,1050594,Mizoram,23.21218411004549,92.61588579603816,2013-05-11,0,matched_background_pseudo_absence,False,23.839828155710876,24.194666192264524,42
