sample_id,pair_id,label,sample_type,state,latitude,longitude,event_date,spatial_block_0p5deg,elevation_m,slope_deg,aspect_sin,aspect_cos,curvature_1_per_m,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,land_cover,ndvi_model_value,ndvi_missing,soil_moisture_surface_m3_m3,soil_moisture_7_28cm_m3_m3,soil_moisture_28_100cm_m3_m3,soil_moisture_0_100cm_m3_m3,soil_moisture_surface_3d_mean_m3_m3,soil_moisture_surface_7d_mean_m3_m3,soil_moisture_surface_anomaly_vs_7d,distance_to_road_m,distance_to_river_m
1048378,1048378,1,real_landslide_event,Assam,26.13088435,91.71073619,2005-08-24,26.0_91.5,130.03472900390625,4.403079655411881,-0.5649508528342583,-0.8251245565863642,0.0058785430107347,22.4,37.26,258.21,Tree cover,,1,0.493,0.504,0.48,0.486,0.4793333333333333,0.4811428571428572,0.0118571428571427,55.09069599142577,1574.4811501945826
1048550,1048550,1,real_landslide_event,Assam,26.13140438,91.93086808,2005-08-24,26.0_91.5,123.35052490234376,11.829864954977326,-0.896233175294196,-0.44358324529008425,-0.0043176456475084,22.4,37.26,258.21,Tree cover,,1,0.484,0.502,0.499,0.498,0.4833333333333333,0.4844285714285714,-0.0004285714285714,163.3712012231149,4621.513730450542
1048387,1048387,1,real_landslide_event,Assam,26.16175948,91.72188533,2005-08-24,26.0_91.5,139.72340393066406,33.73951893104046,-0.7199872034807442,0.6939873390948695,0.0005809520748725,22.4,37.26,258.21,Tree cover,,1,0.48,0.502,0.498,0.498,0.4796666666666667,0.4811428571428572,-0.0011428571428572,105.7795282159275,1108.1354315187589
938387,938387,1,real_landslide_event,Sikkim,27.40133744,88.52441984,2005-09-25,27.0_88.5,673.4405517578125,22.724419368389043,0.04496066829098385,0.9989887578480692,-0.0024660839262511,1.56,2.89,13.589999999999998,Tree cover,0.7787000000000001,0,0.427,0.428,0.427,0.428,0.4246666666666667,0.4137142857142857,0.0132857142857142,2.5327231608136973,163.55046724757588
1050584,1050584,1,real_landslide_event,Assam,24.96518283,92.69340028,2006-06-12,24.5_92.5,25.597381591796875,4.804046253072771,0.49134202882607375,0.8709667104482683,0.0001084970240427,96.45,230.87,254.38,Tree cover,0.5942000000000001,0,0.477,0.489,0.492,0.491,0.4753333333333333,0.4742857142857143,0.0027142857142856,60.35031761988118,812.6876208686948
1049243,1049243,1,real_landslide_event,Tripura,24.42795641,92.23424031,2006-06-13,24.0_92.0,34.46438217163086,1.909302712195588,0.9943467590820559,0.10618155538045124,-0.001543927581245,43.37,166.92,250.81,Tree cover,,1,0.417,0.426,0.427,0.426,0.4216666666666666,0.4144285714285714,0.0025714285714285,607.8323176829892,6728.118484157071
938444,938444,1,real_landslide_event,Sikkim,27.29288574,88.67133148,2006-08-03,27.0_88.5,2045.0093994140625,28.72238838495379,-0.9962600247151315,0.08640580509783817,-0.0128194000157216,2.26,13.670000000000002,20.84,Tree cover,,1,0.423,0.43,0.431,0.43,0.424,0.4208571428571429,0.0021428571428571,1425.169717806108,1141.055613158214
938422,938422,1,real_landslide_event,Sikkim,27.4459,88.6193,2007-04-11,27.0_88.5,1961.0325927734373,11.777175016848634,0.44185658364649766,-0.8970857035357579,-0.0027900709950614,0.01,8.43,9.91,Tree cover,0.6627000000000001,0,0.413,0.415,0.42,0.418,0.4166666666666667,0.4202857142857143,-0.0072857142857143,62.22160429522294,352.5969823475619
938415,938415,1,real_landslide_event,Sikkim,27.3383,88.6069,2007-05-23,27.0_88.5,1523.8096923828125,19.67787333863308,-0.6995325648849227,-0.7146007211481958,-0.0013998375967079,0.02,2.31,27.49,Built-up,0.4986,0,0.426,0.428,0.426,0.426,0.4233333333333333,0.4161428571428571,0.0098571428571428,12.584153309791205,686.3009970260999
938390,938390,1,real_landslide_event,Sikkim,27.74367525,88.52635367,2007-06-27,27.5_88.5,4007.63134765625,50.68192489089456,0.9156565562442427,-0.40196152926235873,-0.0011157865863768,17.73,21.47,30.87,Grassland,,1,0.431,0.432,0.385,0.398,0.4313333333333333,0.4315714285714285,-0.0005714285714285,1747.6345148491016,1791.7788077531698
1048380,1048380,1,real_landslide_event,Assam,26.10481582,91.7127005,2007-07-13,26.0_91.5,49.745262145996094,0.4359036445862416,0.6744042901859896,0.7383622778682098,9.813666875152242e-05,4.71,10.0,35.0,Cropland,,1,0.447,0.469,0.485,0.479,0.4626666666666666,0.4725714285714286,-0.0255714285714285,12.11581443741779,552.7261079993965
938328,938328,1,real_landslide_event,Sikkim,27.1499,88.38,2007-07-16,27.0_88.0,1095.890625,34.785367468974904,0.008478409447616325,0.9999640576406927,0.0061433460242164,16.4,49.85,129.48,Tree cover,,1,0.421,0.416,0.405,0.408,0.4196666666666666,0.4202857142857142,0.0007142857142857,223.4723365448659,151.6868575269386
1048446,1048446,1,real_landslide_event,Assam,26.1699,91.7986,2007-07-19,26.0_91.5,157.2166290283203,3.24497866742904,-0.6829267288126157,-0.7304868808358573,-0.0138242969927336,8.09,60.17,103.94,Tree cover,,1,0.477,0.488,0.478,0.48,0.4716666666666667,0.4754285714285714,0.0015714285714285,123.85377789520687,1914.694460307464
1048441,1048441,1,real_landslide_event,Assam,26.19758217,91.79057805,2007-07-19,26.0_91.5,107.88348388671876,20.378263507363304,0.8655954290452162,-0.5007439996805033,0.007906569944822,8.09,60.17,103.94,Built-up,,1,0.477,0.488,0.478,0.48,0.4716666666666667,0.4754285714285714,0.0015714285714285,6.7559313934455085,780.2608988574327
1050662,1050662,1,real_landslide_event,Mizoram,22.533,92.899,2007-07-30,22.5_92.5,801.8380126953125,26.524728373462427,-0.9621175653596779,-0.2726349031697262,0.0086702434058135,0.52,2.15,25.31,Grassland,,1,0.396,0.4,0.41,0.407,0.405,0.4161428571428571,-0.020142857142857,6.740914181504002,2079.1044026354757
1050668,1050668,1,real_landslide_event,Mizoram,22.479,92.967,2007-07-30,22.0_92.5,446.7892761230469,31.495615153506943,0.9103704294733674,-0.41379424976729257,0.0089188052740489,0.52,2.15,25.31,Tree cover,,1,0.392,0.398,0.412,0.408,0.4026666666666667,0.4145714285714285,-0.0225714285714285,44.47829328657632,600.7730672698533
938236,938236,1,real_landslide_event,Sikkim,27.25638429,88.13612339,2007-08-02,27.0_88.0,1594.4122314453125,10.428871434916246,-0.4317793515832983,0.9019792633682365,0.0028823348140002,6.04,12.56,77.66,Grassland,0.8258000000000001,0,0.421,0.427,0.421,0.422,0.4243333333333333,0.4257142857142856,-0.0047142857142856,0.1599004309997363,682.3682663671727
1050913,1050913,1,real_landslide_event,Manipur,24.9667,93.55,2007-08-26,24.5_93.5,570.7347412109375,27.510488014951296,-0.38219423689032145,-0.9240820122087784,-0.0004391992970776,6.38,8.78,31.74,Tree cover,,1,0.426,0.427,0.428,0.427,0.4253333333333333,0.4132857142857143,0.0127142857142856,71.21552278732814,243.24660497759277
1050834,1050834,1,real_landslide_event,Manipur,24.95138801,93.52811839,2007-08-26,24.5_93.5,558.5473022460938,33.832422247766,-0.3800126752992249,-0.9249812790602445,0.005633093872235,6.38,8.78,31.74,Tree cover,,1,0.426,0.427,0.428,0.427,0.4253333333333333,0.4132857142857143,0.0127142857142856,833.3275188816209,1181.3990979316848
1050634,1050634,1,real_landslide_event,Assam,25.2946,92.8339,2007-08-26,25.0_92.5,887.2079467773438,15.365204211257485,-0.882130519122252,0.47100503949863015,-0.0004535358144176,13.52,17.810000000000002,44.31999999999999,Grassland,,1,0.496,0.5,0.512,0.508,0.4829999999999999,0.4861428571428571,0.0098571428571428,2036.4506058342267,3419.914665234969
1057207,1057207,1,real_landslide_event,Manipur,25.1333,93.9667,2007-08-31,25.0_93.5,1008.977294921875,2.341395189217111,-0.749264219458461,-0.6622711902531343,-5.5677301380892535e-06,1.14,3.91,19.79,Cropland,,1,0.483,0.484,0.499,0.495,0.4843333333333333,0.4834285714285714,-0.0004285714285713,151.10635176379475,86.6289956228419
938381,938381,1,real_landslide_event,Sikkim,27.201,88.4883,2007-09-07,27.0_88.0,401.8831787109375,34.63730076629495,-0.9128329858362054,-0.40833312377194925,-0.0002879981845585,44.33,107.27,146.80999999999997,Tree cover,0.7922,0,0.43,0.435,0.423,0.426,0.4266666666666667,0.4257142857142857,0.0042857142857142,5.341579766646328,125.8218993332128
1057438,1057438,1,real_landslide_event,Manipur,25.0604,93.9877,2007-09-08,25.0_93.5,1517.0406494140625,35.30424392563547,0.22955962924513487,0.9732945990915783,0.0093713697063928,19.97,61.95,125.18,Grassland,,1,0.484,0.486,0.501,0.497,0.4856666666666666,0.4827142857142857,0.0012857142857142,2439.6936411875367,2532.583644115713
938319,938319,1,real_landslide_event,Sikkim,27.1667,88.35,2007-09-09,27.0_88.0,1157.5157470703125,23.936451734444773,-0.9573311967263854,0.28899304450873325,0.0002217345839343,5.24,51.29,137.12,Tree cover,,1,0.424,0.432,0.426,0.427,0.426,0.4271428571428571,-0.0031428571428571,47.01225021322499,666.9422595379984
1057853,1057853,1,real_landslide_event,Manipur,25.4993,94.1192,2007-09-09,25.0_94.0,1942.87841796875,13.363798995212433,-0.7868531693573702,0.6171402513791024,0.0020107353522553,5.51,27.94,95.54,Tree cover,,1,0.495,0.487,0.468,0.474,0.4863333333333333,0.4857142857142857,0.0092857142857142,868.583019692354,3839.971113603667
1057817,1057817,1,real_landslide_event,Manipur,24.2451,94.0691,2007-09-10,24.0_94.0,1282.6968994140625,40.48270373988654,0.9450820516571569,-0.3268331617744734,-0.0042093237321173,0.8,9.4,46.03,Tree cover,,1,0.435,0.433,0.425,0.427,0.4333333333333333,0.4352857142857143,-0.0002857142857143,79.39926775214744,1731.121019836098
938445,938445,1,real_landslide_event,Sikkim,27.29288574,88.67133148,2007-09-10,27.0_88.5,2045.0093994140625,28.72238838495379,-0.9962600247151315,0.08640580509783817,-0.0128194000157216,4.62,12.669999999999998,85.38999999999999,Tree cover,,1,0.432,0.43,0.423,0.425,0.4263333333333333,0.427,0.005,1425.169717806108,1141.055613158214
938423,938423,1,real_landslide_event,Sikkim,27.3425,88.6236,2007-09-10,27.0_88.5,2064.70556640625,41.53862731526402,0.5000453989914176,-0.8659991910778635,-0.0092480764490882,4.62,12.669999999999998,85.38999999999999,Tree cover,,1,0.432,0.43,0.423,0.425,0.4263333333333333,0.427,0.005,111.68782095153246,945.2365711971258
1057807,1057807,1,real_landslide_event,Manipur,24.4279,94.0564,2007-09-11,24.0_94.0,901.1336669921876,12.104452470049695,-0.3560106978405821,0.9344818794514218,-0.0036660528341836,7.8,14.88,107.04,Grassland,0.8267,0,0.432,0.437,0.428,0.43,0.4346666666666667,0.441,-0.009,404.0480182863456,271.5710778554123
938382,938382,1,real_landslide_event,Sikkim,27.2084,88.4909,2007-09-11,27.0_88.0,348.4344482421875,31.93612035694253,-0.9793559908364666,0.20214312556385042,0.0122254576671594,5.54,18.92,134.8,Tree cover,0.7542,0,0.423,0.425,0.427,0.427,0.4263333333333333,0.4262857142857142,-0.0032857142857142,11.03201350510473,173.99081585835327
1048449,1048449,1,real_landslide_event,Assam,26.1833,91.8,2007-09-13,26.0_91.5,67.7772445678711,0.4721458803775328,-0.09545398184663396,-0.9954338437835145,-0.001537663799938,0.21,9.46,126.43,Built-up,,1,0.481,0.493,0.459,0.468,0.486,0.4844285714285714,-0.0034285714285714,13.990532346935671,2251.264176230053
1048551,1048551,1,real_landslide_event,Assam,26.13140438,91.93086808,2007-09-15,26.0_91.5,123.35052490234376,11.829864954977326,-0.896233175294196,-0.44358324529008425,-0.0043176456475084,4.91,31.2,56.92999999999999,Tree cover,,1,0.489,0.496,0.485,0.488,0.4843333333333333,0.4897142857142857,-0.0007142857142857,163.3712012231149,4621.513730450542
1050607,1050607,1,real_landslide_event,Assam,24.52029991,92.72826503,2007-09-16,24.5_92.5,39.580299377441406,3.1845814343130456,-0.9586962263156367,0.284431970158345,0.0016822201783693,0.85,20.040000000000003,39.08,Tree cover,0.6867000000000001,0,0.417,0.422,0.403,0.408,0.4183333333333333,0.4174285714285714,-0.0004285714285714,18.354778737793847,2851.7611154531496
938298,938298,1,real_landslide_event,Sikkim,27.2872,88.2816,2007-09-18,27.0_88.0,583.18017578125,31.07215006753462,-0.852905518849519,0.522065298517372,-0.0001656750011499,2.12,2.99,50.99,Tree cover,0.7232000000000001,0,0.407,0.411,0.397,0.401,0.4136666666666666,0.4185714285714286,-0.0115714285714286,72.415913967538,14.104290676939174
1050582,1050582,1,real_landslide_event,Mizoram,24.1293,92.6921,2007-09-29,24.0_92.5,820.6981811523438,4.077516427037359,0.17581794259411085,0.9844226993837424,0.0030241806078913,5.99,6.130000000000001,7.25,Tree cover,,1,0.422,0.42,0.392,0.4,0.4096666666666667,0.3948571428571429,0.027142857142857,11.836187045324335,4373.769058791325
1057849,1057849,1,real_landslide_event,Manipur,25.4379,94.1162,2007-10-19,25.0_94.0,1505.0709228515625,18.70218554783301,-0.05204710426240675,-0.9986446309563268,-0.0088582341273276,4.81,6.09,38.16,Tree cover,0.8351000000000001,0,0.485,0.497,0.485,0.487,0.4893333333333333,0.4792857142857143,0.0057142857142856,307.4463082796008,2271.0196573416947
1050772,1050772,1,real_landslide_event,Manipur,24.75,93.4333,2007-10-21,24.5_93.0,467.3199768066406,33.08600728403407,0.2939617385952213,-0.9558171876682668,-0.0158400979765585,0.37,19.49,65.69,Tree cover,0.8644000000000001,0,0.402,0.407,0.414,0.412,0.4066666666666667,0.4135714285714285,-0.0115714285714285,343.63436178538905,3672.830267733095
1048552,1048552,1,real_landslide_event,Assam,26.13140438,91.93086808,2008-04-13,26.0_91.5,123.35052490234376,11.829864954977326,-0.896233175294196,-0.44358324529008425,-0.0043176456475084,27.84,28.31,28.31,Tree cover,,1,0.318,0.332,0.333,0.332,0.3156666666666667,0.3351428571428571,-0.0171428571428571,163.3712012231149,4621.513730450542
1057337,1057337,1,real_landslide_event,Manipur,24.6596,93.9784,2008-06-09,24.5_93.5,772.5,1.5272878515026604,0.0,1.0,0.0059609373169343,4.33,13.47,19.65,Tree cover,0.3382,0,0.484,0.487,0.311,0.36,0.4843333333333333,0.4438571428571429,0.040142857142857,22.00423043321089,16.851883033260215
1057861,1057861,1,real_landslide_event,Assam,27.1743511,94.13502058,2008-06-14,27.0_94.0,87.40898132324219,1.1271017462658577,0.6482867193919218,-0.7613963024995981,0.0005761563975993,19.56,76.22,152.26,Tree cover,0.7145,0,0.414,0.415,0.435,0.43,0.421,0.4145714285714286,-0.0005714285714286,745.2948406129103,3859.914109059859
1057827,1057827,1,real_landslide_event,Assam,27.2298,94.0989,2008-06-15,27.0_94.0,94.63778686523438,1.4165121235213043,-0.03646931614797072,-0.9993347732265196,0.0005866865263837,5.57,67.17999999999999,153.57999999999998,Tree cover,,1,0.391,0.393,0.427,0.417,0.41,0.4142857142857142,-0.0232857142857142,46.3618464203763,358.19575215443143
1054158,1054158,1,real_landslide_event,Manipur,24.9336,93.8275,2008-06-19,24.5_93.5,1029.0897216796875,15.312425876174183,0.9855985661661207,-0.16910194076735735,-0.004593175885121,7.96,26.66,48.38,Grassland,0.7683,0,0.471,0.482,0.417,0.435,0.4783333333333333,0.4851428571428571,-0.0141428571428571,460.9526040548872,1158.845236390419
1048553,1048553,1,real_landslide_event,Assam,26.13140438,91.93086808,2008-06-19,26.0_91.5,123.35052490234376,11.829864954977326,-0.896233175294196,-0.44358324529008425,-0.0043176456475084,19.56,30.27,82.42999999999999,Tree cover,,1,0.496,0.494,0.515,0.509,0.4876666666666667,0.483,0.0129999999999999,163.3712012231149,4621.513730450542
1048400,1048400,1,real_landslide_event,Tripura,23.74450253,91.74176515,2008-07-15,23.5_91.5,200.3071746826172,6.081890402090366,0.9057025356407382,-0.42391380837846904,0.0105663532718384,8.51,117.78,192.85,Tree cover,,1,0.416,0.419,0.424,0.422,0.423,0.4198571428571429,-0.0038571428571428,2744.630994416222,1896.836069610591
1057562,1057562,1,real_landslide_event,Assam,27.163,94.0,2008-08-14,27.0_94.0,94.73430633544922,2.150634774486839,0.3875284474839236,0.9218577452029678,0.0015389012173257,13.88,29.31,75.44,Bare / sparse vegetation,0.5071,0,0.418,0.413,0.396,0.401,0.4156666666666666,0.4068571428571428,0.0111428571428571,50.3172163503032,30.386170898622797
938418,938418,1,real_landslide_event,Sikkim,27.337,88.609,2008-08-28,27.0_88.5,1553.279052734375,18.342699276887505,-0.5490715344332485,-0.8357753586192392,-0.0140077063523873,3.88,13.81,31.15,Built-up,,1,0.429,0.433,0.428,0.43,0.4286666666666667,0.427,0.002,41.76966362617719,478.9725114007397
1057851,1057851,1,real_landslide_event,Assam,27.2333,94.1167,2008-10-29,27.0_94.0,90.41641235351562,0.8348605444143771,-0.8302112147575421,0.5574489563097291,0.0009182535578327,0.0,11.53,31.2,Tree cover,0.7191000000000001,0,0.352,0.358,0.316,0.327,0.376,0.2932857142857143,0.0587142857142856,58.50155985109573,2087.70994933353
1048329,1048329,1,real_landslide_event,Assam,26.3333,91.25,2008-10-29,26.0_91.0,41.72880172729492,0.7797261617475765,-0.8866615662535368,-0.4624189301151339,-0.0003422743734696,0.12,19.12,52.7,Cropland,,1,0.453,0.47,0.432,0.441,0.4666666666666666,0.3751428571428571,0.0778571428571429,623.5042903242977,7480.744729845459
938396,938396,1,real_landslide_event,Sikkim,27.478,88.527,2009-07-01,27.0_88.5,765.6011962890625,33.55621592527374,-0.3635134251479662,-0.9315889596475443,-2.640447747281839e-05,18.05,27.34,44.52,Tree cover,,1,0.428,0.428,0.426,0.427,0.4276666666666666,0.4272857142857143,0.0007142857142856,0.089685999746297,33.24542628042939
938237,938237,1,real_landslide_event,Sikkim,27.2644,88.1365,2009-08-19,27.0_88.0,1281.1839599609375,19.542442807517457,0.4133668076581515,0.9105645953618605,0.0051812218730844,53.97,74.04,93.81000000000004,Tree cover,0.9423,0,0.428,0.428,0.428,0.428,0.4266666666666667,0.4268571428571429,0.0011428571428571,11.632634007853422,81.57462433425577
938364,938364,1,real_landslide_event,Sikkim,27.1344,88.4575,2009-08-20,27.0_88.0,628.2711181640625,29.241766451268628,-0.879604548455693,0.4757056215098328,0.0001063875202327,32.35,118.31,203.22,Tree cover,,1,0.424,0.432,0.425,0.426,0.424,0.4279999999999999,-0.0039999999999999,286.67117655689907,146.47444805822576
938239,938239,1,real_landslide_event,Sikkim,27.13798514,88.15516991,2009-08-20,27.0_88.0,1214.0784912109375,31.585522748797224,0.5796092129240696,-0.8148945700478931,0.0026100031063838,42.08,146.65,198.91000000000005,Tree cover,,1,0.428,0.429,0.427,0.428,0.4273333333333333,0.426,0.0019999999999999,72.07854888301277,504.5395587011832
1050739,1050739,1,real_landslide_event,Assam,25.5215,93.1645,2009-08-20,25.5_93.0,275.0509948730469,9.262977008828116,0.9646460420101577,-0.26354888281709177,-0.0001745107597778,10.67,40.31,96.95,Tree cover,,1,0.465,0.452,0.491,0.481,0.4626666666666667,0.459,0.006,1612.309125079802,2345.9757535670656
938397,938397,1,real_landslide_event,Sikkim,27.1761,88.5287,2009-08-20,27.0_88.5,301.8739624023437,9.018478042398208,-0.8429212105700464,-0.5380370180304767,0.0025589868311853,32.35,118.31,203.22,Built-up,,1,0.425,0.432,0.427,0.428,0.4226666666666667,0.4247142857142857,0.0002857142857142,24.746215227700844,298.8973355345304
1050792,1050792,1,real_landslide_event,Manipur,24.9925,93.5,2009-08-20,24.5_93.5,1219.5963134765625,10.911516500074477,0.9169824558804949,0.39892753177410084,-0.0056139027367307,4.18,18.64,93.85,Built-up,,1,0.426,0.425,0.42,0.422,0.424,0.4227142857142857,0.0032857142857142,11.317326066344284,964.0676197459684
938454,938454,1,real_landslide_event,Sikkim,27.3746,88.7648,2009-08-26,27.0_88.5,3751.0,0.0,,,0.0,5.84,15.989999999999998,42.08,Permanent water bodies,,1,0.424,0.425,0.428,0.427,0.4253333333333333,0.4254285714285714,-0.0014285714285714,219.4378745801587,674.7438842372252
1050706,1050706,1,real_landslide_event,Assam,25.1718,93.123,2009-08-27,25.0_93.0,723.78369140625,10.260484033110274,-0.4226974039826607,-0.906270878196094,-0.0034271439466801,1.6,19.43,57.84,Grassland,,1,0.492,0.491,0.45,0.462,0.4853333333333333,0.4844285714285714,0.0075714285714285,239.46236062241223,425.49898484362
1057936,1057936,1,real_landslide_event,Manipur,24.8628,94.4182,2009-08-30,24.5_94.0,905.5567016601562,33.573360329366075,-0.11668359618517736,-0.9931691388586812,0.0057412668762356,4.15,5.1000000000000005,15.55,Tree cover,0.9469,0,0.421,0.423,0.418,0.42,0.417,0.4154285714285714,0.0055714285714285,1200.66918397991,1399.7457891337
938419,938419,1,real_landslide_event,Sikkim,27.1954,88.6115,2009-09-17,27.0_88.5,478.9856262207031,13.082608526054557,0.6819287222605285,-0.73141863372225,-0.0015373154601073,3.45,10.5,12.91,Tree cover,0.6359,0,0.417,0.407,0.393,0.398,0.4059999999999999,0.4055714285714286,0.0114285714285713,50.150030981360274,26.677986353801018
1050598,1050598,1,real_landslide_event,Mizoram,23.73478778,92.72124394,2009-10-05,23.5_92.5,977.8623046875,27.551133086916977,0.3206251107770947,0.9472061752011416,-0.0064868071946542,9.93,60.76,76.79,Grassland,0.4929,0,0.425,0.427,0.427,0.427,0.422,0.407,0.018,7.885253829411416,1115.3675760001197
1050600,1050600,1,real_landslide_event,Mizoram,23.73719685,92.72342008,2009-10-06,23.5_92.5,838.7420043945312,33.57176295185052,0.1949522733749127,-0.9808127298857582,0.0106274302325318,12.14,58.11,87.67,Tree cover,0.6313000000000001,0,0.422,0.425,0.427,0.426,0.4246666666666667,0.4084285714285714,0.0135714285714285,22.099089735444032,1456.610910264911
1056342,1056342,1,real_landslide_event,Manipur,24.7339,93.9161,2010-03-27,24.5_93.5,879.9097900390625,23.49282506171252,0.8860728062867631,-0.4635460947512129,-0.0010248964680446,11.06,12.33,14.4,Grassland,0.2983,0,0.18,0.189,0.213,0.206,0.1723333333333333,0.1712857142857143,0.0087142857142857,30.19184301374144,674.6312839085863
1050647,1050647,1,real_landslide_event,Assam,24.81395989,92.85687296,2010-04-01,24.5_92.5,19.78896713256836,2.497008873575436,-0.053159714767966285,0.9985860226969875,0.0024361401967556,29.82,110.05,163.84,Cropland,0.4622,0,0.482,0.491,0.514,0.507,0.4906666666666666,0.3972857142857143,0.0847142857142856,155.97015757992702,719.0672982221522
1050679,1050679,1,real_landslide_event,Assam,25.1553,93.028,2010-04-01,25.0_93.0,576.326904296875,27.6466314599616,-0.07562585291070818,0.9971362646958177,-0.0005842480022384,29.82,110.05,163.84,Tree cover,0.6182000000000001,0,0.488,0.493,0.414,0.436,0.4726666666666666,0.4058571428571428,0.0821428571428571,340.96755956392934,562.9323766458068
938416,938416,1,real_landslide_event,Sikkim,27.3341,88.6083,2010-04-17,27.0_88.5,1455.242431640625,17.592929929962672,-0.9912211950654668,-0.13221400248456197,-0.0063344010521541,0.25,1.82,3.52,Tree cover,0.5075000000000001,0,0.391,0.38,0.367,0.371,0.384,0.3918571428571429,-0.0008571428571429,9.601033545021815,667.4484186811434
938417,938417,1,real_landslide_event,Sikkim,27.322,88.6087,2010-04-17,27.0_88.5,1515.9171142578125,41.73020010439708,-0.9313661781419701,0.3640838395386699,-0.0123754083639229,0.25,1.82,3.52,Tree cover,0.5736,0,0.391,0.38,0.367,0.371,0.384,0.3918571428571429,-0.0008571428571429,41.27968002064143,1224.110008854546
1048279,1048279,1,real_landslide_event,Assam,26.10159837,90.02789028,2010-04-18,26.0_90.0,27.0,2.5431869213988376,0.831544684532869,0.5554578630509531,0.0045315528025671,9.9,36.73,76.00000000000001,Tree cover,,1,0.488,0.492,0.516,0.509,0.4846666666666666,0.4861428571428571,0.0018571428571428,20.35918352860357,734.4155752556608
